name	taxonomy_id	taxonomy_lvl	14_species.bracken_num	14_species.bracken_frac	17_species.bracken_num	17_species.bracken_frac	19_species.bracken_num	19_species.bracken_frac	20_species.bracken_num	20_species.bracken_frac	2126_species.bracken_num	2126_species.bracken_frac	22a_species.bracken_num	22a_species.bracken_frac	22b_species.bracken_num	22b_species.bracken_frac	25_species.bracken_num	25_species.bracken_frac	2621_species.bracken_num	2621_species.bracken_frac	27_species.bracken_num	27_species.bracken_frac	Stan_species.bracken_num	Stan_species.bracken_frac
Peribacillus muralis	264697	S	281	0.00001	243	0.00001	213	0.00001	171	0.00001	106	0.00001	178	0.00002	367	0.00002	138	0.00001	280	0.00002	230	0.00002	127	0.00001
Peribacillus butanolivorans	421767	S	206	0.00001	240	0.00001	142	0.00001	174	0.00001	68	0.00001	54	0.00001	129	0.00001	159	0.00001	167	0.00001	142	0.00001	92	0.00001
Peribacillus simplex	1478	S	323	0.00001	459	0.00002	158	0.00001	398	0.00001	141	0.00002	123	0.00001	355	0.00002	530	0.00004	275	0.00002	188	0.00001	133	0.00001
Fictibacillus arsenicus	255247	S	590	0.00002	458	0.00002	181	0.00001	524	0.00002	190	0.00002	196	0.00002	429	0.00002	432	0.00003	392	0.00003	540	0.00004	209	0.00002
Fictibacillus phosphorivorans	1221500	S	307	0.00001	332	0.00002	248	0.00001	560	0.00002	99	0.00001	165	0.00002	397	0.00002	274	0.00002	338	0.00002	246	0.00002	118	0.00001
Halobacillus litoralis	45668	S	325	0.00001	241	0.00001	203	0.00001	419	0.00001	128	0.00001	129	0.00002	333	0.00002	121	0.00001	279	0.00002	155	0.00001	116	0.00001
Halobacillus halophilus	1570	S	208	0.00001	289	0.00001	168	0.00001	455	0.00001	72	0.00001	167	0.00002	452	0.00002	287	0.00002	261	0.00002	158	0.00001	151	0.00001
Halobacillus mangrovi	402384	S	151	0.00001	213	0.00001	94	0.00000	212	0.00001	52	0.00001	91	0.00001	177	0.00001	187	0.00001	208	0.00001	81	0.00001	83	0.00001
Metabacillus litoralis	152268	S	329	0.00001	456	0.00002	207	0.00001	421	0.00001	146	0.00002	143	0.00002	401	0.00002	397	0.00003	340	0.00002	115	0.00001	155	0.00002
Metabacillus sp. KUDC1714	2745198	S	315	0.00001	530	0.00002	227	0.00001	517	0.00002	193	0.00002	133	0.00002	352	0.00002	315	0.00002	510	0.00003	336	0.00003	122	0.00001
Neobacillus mesonae	1193713	S	465	0.00002	830	0.00004	256	0.00001	664	0.00002	127	0.00001	206	0.00002	519	0.00003	496	0.00003	442	0.00003	327	0.00003	218	0.00002
Neobacillus thermocopriae	1215031	S	250	0.00001	726	0.00003	151	0.00001	174	0.00001	82	0.00001	85	0.00001	148	0.00001	251	0.00002	158	0.00001	215	0.00002	111	0.00001
Terribacillus goriensis	386490	S	492	0.00002	728	0.00003	373	0.00002	468	0.00001	237	0.00003	268	0.00003	593	0.00003	320	0.00002	401	0.00003	248	0.00002	210	0.00002
Lentibacillus sp. CBA3610	2518176	S	266	0.00001	396	0.00002	200	0.00001	245	0.00001	137	0.00002	153	0.00002	315	0.00002	208	0.00001	264	0.00002	190	0.00001	102	0.00001
Lentibacillus amyloliquefaciens	1472767	S	194	0.00001	402	0.00002	147	0.00001	225	0.00001	149	0.00002	96	0.00001	270	0.00001	153	0.00001	267	0.00002	111	0.00001	200	0.00002
Pradoshia sp. D12	2651284	S	422	0.00002	333	0.00002	136	0.00001	345	0.00001	100	0.00001	106	0.00001	183	0.00001	277	0.00002	221	0.00001	162	0.00001	126	0.00001
Anaerobacillus isosaccharinicus	1532552	S	381	0.00002	563	0.00003	227	0.00001	542	0.00002	82	0.00001	136	0.00002	309	0.00002	447	0.00003	233	0.00002	178	0.00001	161	0.00002
Pontibacillus sp. HMF3514	2692425	S	352	0.00001	414	0.00002	190	0.00001	400	0.00001	155	0.00002	132	0.00002	257	0.00001	334	0.00002	290	0.00002	199	0.00002	136	0.00001
Aeribacillus pallidus	33936	S	456	0.00002	620	0.00003	301	0.00001	535	0.00002	137	0.00002	172	0.00002	376	0.00002	155	0.00001	389	0.00003	398	0.00003	168	0.00002
Salicibibacter halophilus	2502791	S	186	0.00001	229	0.00001	104	0.00000	320	0.00001	65	0.00001	51	0.00001	124	0.00001	111	0.00001	114	0.00001	130	0.00001	42	0.00000
Salicibibacter kimchii	2099786	S	110	0.00000	314	0.00001	170	0.00001	266	0.00001	129	0.00001	80	0.00001	190	0.00001	190	0.00001	194	0.00001	77	0.00001	87	0.00001
Gracilibacillus sp. SCU50	2663022	S	288	0.00001	368	0.00002	156	0.00001	317	0.00001	73	0.00001	91	0.00001	240	0.00001	737	0.00005	255	0.00002	148	0.00001	98	0.00001
Salimicrobium jeotgali	1230341	S	251	0.00001	595	0.00003	346	0.00002	439	0.00001	124	0.00001	125	0.00001	349	0.00002	312	0.00002	436	0.00003	374	0.00003	218	0.00002
Paraliobacillus sp. X-1125	2213194	S	241	0.00001	314	0.00001	205	0.00001	402	0.00001	68	0.00001	127	0.00001	304	0.00001	341	0.00002	159	0.00001	106	0.00001	91	0.00001
Amphibacillus xylanus	1449	S	227	0.00001	478	0.00002	122	0.00001	256	0.00001	48	0.00001	67	0.00001	133	0.00001	116	0.00001	226	0.00002	129	0.00001	92	0.00001
Psychrobacillus glaciei	2283160	S	216	0.00001	434	0.00002	130	0.00001	349	0.00001	48	0.00001	100	0.00001	239	0.00001	471	0.00003	156	0.00001	84	0.00001	140	0.00001
Psychrobacillus sp. AK 1817	2303505	S	54	0.00000	112	0.00001	45	0.00000	99	0.00000	15	0.00000	41	0.00000	85	0.00000	40	0.00000	31	0.00000	59	0.00000	26	0.00000
Radiobacillus deserti	2594883	S	184	0.00001	257	0.00001	89	0.00000	296	0.00001	63	0.00001	76	0.00001	160	0.00001	257	0.00002	123	0.00001	125	0.00001	83	0.00001
Parageobacillus genomosp. 1	1295642	S	63	0.00000	451	0.00002	91	0.00000	82	0.00000	55	0.00001	97	0.00001	225	0.00001	63	0.00000	137	0.00001	165	0.00001	70	0.00001
Parageobacillus toebii	153151	S	371	0.00002	344	0.00002	184	0.00001	1877	0.00005	331	0.00004	109	0.00001	157	0.00001	29	0.00000	493	0.00003	282	0.00002	188	0.00002
Parageobacillus thermoglucosidasius	1426	S	356	0.00001	736	0.00003	117	0.00001	273	0.00001	28	0.00000	166	0.00002	465	0.00002	433	0.00003	574	0.00004	357	0.00003	142	0.00001
Paenibacillus sp. CAA11	1532905	S	981	0.00004	774	0.00004	443	0.00002	700	0.00002	269	0.00003	258	0.00003	648	0.00003	419	0.00003	668	0.00005	247	0.00002	192	0.00002
Paenibacillus sp. E222	2748863	S	804	0.00003	721	0.00003	308	0.00001	912	0.00003	276	0.00003	207	0.00002	480	0.00002	681	0.00005	486	0.00003	350	0.00003	200	0.00002
Paenibacillus sp. PAMC21692	2762320	S	679	0.00003	1330	0.00006	563	0.00003	1133	0.00003	242	0.00003	275	0.00003	631	0.00003	733	0.00005	657	0.00004	394	0.00003	361	0.00004
Paenibacillus sp. FSL R5-0345	1536770	S	879	0.00004	448	0.00002	310	0.00001	699	0.00002	244	0.00003	233	0.00003	564	0.00003	526	0.00004	579	0.00004	296	0.00002	298	0.00003
Paenibacillus sp. JNUCC-31	2777983	S	662	0.00003	641	0.00003	387	0.00002	1013	0.00003	197	0.00002	177	0.00002	403	0.00002	618	0.00004	547	0.00004	366	0.00003	228	0.00002
Paenibacillus sp. FSL R7-0331	1536773	S	608	0.00002	1324	0.00006	580	0.00003	1439	0.00004	304	0.00003	207	0.00002	569	0.00003	627	0.00004	723	0.00005	431	0.00003	384	0.00004
Paenibacillus sp. 32O-W	1695218	S	533	0.00002	1630	0.00008	688	0.00003	624	0.00002	211	0.00002	230	0.00003	564	0.00003	271	0.00002	559	0.00004	466	0.00004	256	0.00003
Paenibacillus sp. HB172198	2565926	S	500	0.00002	950	0.00004	469	0.00002	942	0.00003	283	0.00003	178	0.00002	485	0.00002	422	0.00003	489	0.00003	386	0.00003	262	0.00003
Paenibacillus sp. JDR-2	324057	S	456	0.00002	1510	0.00007	452	0.00002	760	0.00002	222	0.00003	227	0.00003	490	0.00002	469	0.00003	595	0.00004	363	0.00003	235	0.00002
Paenibacillus sp. FSL H7-0737	1536775	S	601	0.00002	554	0.00003	440	0.00002	1278	0.00004	228	0.00003	224	0.00003	501	0.00002	367	0.00002	563	0.00004	185	0.00001	155	0.00002
Paenibacillus sp. JZ16	1906272	S	476	0.00002	1163	0.00005	305	0.00001	547	0.00002	128	0.00001	315	0.00004	820	0.00004	207	0.00001	445	0.00003	212	0.00002	212	0.00002
Paenibacillus sp. FSL H7-0357	1536774	S	439	0.00002	889	0.00004	348	0.00002	666	0.00002	258	0.00003	212	0.00002	526	0.00003	665	0.00004	580	0.00004	322	0.00002	238	0.00002
Paenibacillus sp. DCT19	2211212	S	409	0.00002	384	0.00002	323	0.00002	854	0.00003	188	0.00002	175	0.00002	452	0.00002	523	0.00004	350	0.00002	249	0.00002	172	0.00002
Paenibacillus sp. FSL R7-0273	1536772	S	430	0.00002	1281	0.00006	469	0.00002	698	0.00002	214	0.00002	191	0.00002	436	0.00002	373	0.00003	426	0.00003	290	0.00002	264	0.00003
Paenibacillus sp. BIHB4019	1870819	S	385	0.00002	678	0.00003	392	0.00002	703	0.00002	219	0.00002	169	0.00002	437	0.00002	398	0.00003	677	0.00005	307	0.00002	302	0.00003
Paenibacillus sp. FSL R5-0912	1536771	S	563	0.00002	1268	0.00006	505	0.00002	669	0.00002	307	0.00004	369	0.00004	791	0.00004	385	0.00003	696	0.00005	323	0.00002	189	0.00002
Paenibacillus sp. IHBB 10380	1566358	S	351	0.00001	731	0.00003	190	0.00001	446	0.00001	124	0.00001	98	0.00001	262	0.00001	300	0.00002	259	0.00002	257	0.00002	161	0.00002
Paenibacillus sp. RUD330	2023772	S	307	0.00001	1675	0.00008	488	0.00002	798	0.00002	262	0.00003	95	0.00001	250	0.00001	281	0.00002	614	0.00004	702	0.00005	179	0.00002
Paenibacillus sp. B01	2660554	S	359	0.00001	2282	0.00011	578	0.00003	1022	0.00003	272	0.00003	161	0.00002	494	0.00002	318	0.00002	682	0.00005	462	0.00004	322	0.00003
Paenibacillus sp. FSL P4-0081	1536769	S	498	0.00002	982	0.00005	465	0.00002	771	0.00002	250	0.00003	203	0.00002	417	0.00002	740	0.00005	755	0.00005	353	0.00003	288	0.00003
Paenibacillus sp. IHB B 3084	867076	S	278	0.00001	519	0.00002	204	0.00001	490	0.00001	168	0.00002	141	0.00002	370	0.00002	278	0.00002	452	0.00003	280	0.00002	135	0.00001
Paenibacillus sp. URB8-2	2741301	S	229	0.00001	1060	0.00005	573	0.00003	549	0.00002	184	0.00002	181	0.00002	478	0.00002	191	0.00001	398	0.00003	311	0.00002	256	0.00003
Paenibacillus sp. UniB2	2726185	S	190	0.00001	1946	0.00009	615	0.00003	696	0.00002	190	0.00002	146	0.00002	330	0.00002	343	0.00002	571	0.00004	356	0.00003	268	0.00003
Paenibacillus sp. 37	2607911	S	124	0.00001	337	0.00002	158	0.00001	165	0.00000	86	0.00001	217	0.00003	479	0.00002	178	0.00001	278	0.00002	144	0.00001	106	0.00001
Paenibacillus sp. Y412MC10	481743	S	352	0.00001	531	0.00002	447	0.00002	474	0.00001	130	0.00001	76	0.00001	294	0.00001	251	0.00002	355	0.00002	223	0.00002	155	0.00002
Paenibacillus sp. Cedars	1980674	S	153	0.00001	287	0.00001	338	0.00002	122	0.00000	88	0.00001	77	0.00001	172	0.00001	274	0.00002	497	0.00003	459	0.00004	199	0.00002
Paenibacillus sp. JNUCC-32	2777984	S	130	0.00001	1019	0.00005	300	0.00001	137	0.00000	96	0.00001	113	0.00001	210	0.00001	252	0.00002	171	0.00001	81	0.00001	137	0.00001
Paenibacillus sp. M-152	2487928	S	173	0.00001	108	0.00000	126	0.00001	792	0.00002	38	0.00000	155	0.00002	122	0.00001	126	0.00001	15	0.00000	195	0.00002	210	0.00002
Paenibacillus sp. lzh-N1	2069255	S	49	0.00000	308	0.00001	38	0.00000	0	0.00000	0	0.00000	15	0.00000	29	0.00000	12	0.00000	16	0.00000	34	0.00000	29	0.00000
Paenibacillus polymyxa	1406	S	4345	0.00018	7258	0.00034	2970	0.00014	4599	0.00013	1877	0.00021	974	0.00011	2864	0.00014	4645	0.00031	3940	0.00027	2454	0.00019	2094	0.00021
Paenibacillus donghaensis	414771	S	955	0.00004	1607	0.00007	677	0.00003	1274	0.00004	325	0.00004	285	0.00003	588	0.00003	768	0.00005	791	0.00005	716	0.00006	441	0.00004
Paenibacillus chitinolyticus	79263	S	791	0.00003	963	0.00004	420	0.00002	927	0.00003	378	0.00004	210	0.00002	530	0.00003	618	0.00004	630	0.00004	454	0.00004	268	0.00003
Paenibacillus mucilaginosus	61624	S	745	0.00003	2691	0.00012	750	0.00003	1513	0.00004	434	0.00005	338	0.00004	814	0.00004	772	0.00005	1187	0.00008	665	0.00005	470	0.00005
Paenibacillus bovis	1616788	S	725	0.00003	675	0.00003	462	0.00002	851	0.00002	279	0.00003	255	0.00003	570	0.00003	609	0.00004	715	0.00005	320	0.00002	264	0.00003
Paenibacillus cellulosilyticus	375489	S	627	0.00003	834	0.00004	431	0.00002	444	0.00001	162	0.00002	130	0.00002	316	0.00002	453	0.00003	411	0.00003	394	0.00003	199	0.00002
Paenibacillus lentus	1338368	S	593	0.00002	933	0.00004	359	0.00002	715	0.00002	198	0.00002	179	0.00002	412	0.00002	442	0.00003	514	0.00003	448	0.00003	199	0.00002
Paenibacillus larvae	1464	S	45594	0.00185	100000	0.00462	27131	0.00127	65094	0.00191	12599	0.00144	13816	0.00163	32975	0.00161	67831	0.00457	39666	0.00268	24948	0.00193	19489	0.00192
Paenibacillus cellulositrophicus	562959	S	548	0.00002	1293	0.00006	524	0.00002	1002	0.00003	282	0.00003	195	0.00002	503	0.00002	470	0.00003	789	0.00005	327	0.00003	288	0.00003
Paenibacillus physcomitrellae	1619311	S	620	0.00003	1272	0.00006	454	0.00002	1023	0.00003	244	0.00003	159	0.00002	376	0.00002	565	0.00004	843	0.00006	443	0.00003	300	0.00003
Paenibacillus barcinonensis	198119	S	557	0.00002	829	0.00004	484	0.00002	784	0.00002	250	0.00003	197	0.00002	454	0.00002	426	0.00003	598	0.00004	500	0.00004	267	0.00003
Paenibacillus durus	44251	S	565	0.00002	1806	0.00008	582	0.00003	985	0.00003	565	0.00006	227	0.00003	626	0.00003	613	0.00004	813	0.00005	433	0.00003	352	0.00003
Paenibacillus odorifer	189426	S	532	0.00002	1169	0.00005	458	0.00002	698	0.00002	259	0.00003	283	0.00003	596	0.00003	605	0.00004	513	0.00003	362	0.00003	314	0.00003
Paenibacillus baekrokdamisoli	1712516	S	503	0.00002	568	0.00003	250	0.00001	461	0.00001	156	0.00002	134	0.00002	350	0.00002	425	0.00003	295	0.00002	406	0.00003	165	0.00002
Paenibacillus brasilensis	128574	S	536	0.00002	401	0.00002	248	0.00001	603	0.00002	152	0.00002	231	0.00003	436	0.00002	179	0.00001	319	0.00002	192	0.00001	155	0.00002
Paenibacillus borealis	160799	S	515	0.00002	988	0.00005	541	0.00003	851	0.00002	240	0.00003	227	0.00003	619	0.00003	650	0.00004	589	0.00004	299	0.00002	244	0.00002
Paenibacillus guangzhouensis	1473112	S	421	0.00002	583	0.00003	354	0.00002	831	0.00002	154	0.00002	145	0.00002	401	0.00002	483	0.00003	312	0.00002	249	0.00002	197	0.00002
Paenibacillus xylanexedens	528191	S	536	0.00002	461	0.00002	243	0.00001	940	0.00003	249	0.00003	177	0.00002	391	0.00002	571	0.00004	395	0.00003	243	0.00002	219	0.00002
Paenibacillus lutimineralis	2707005	S	420	0.00002	843	0.00004	320	0.00001	617	0.00002	175	0.00002	171	0.00002	377	0.00002	380	0.00003	388	0.00003	186	0.00001	206	0.00002
Paenibacillus albus	2495582	S	405	0.00002	840	0.00004	268	0.00001	328	0.00001	219	0.00002	182	0.00002	406	0.00002	281	0.00002	295	0.00002	512	0.00004	173	0.00002
Paenibacillus antarcticus	253703	S	409	0.00002	351	0.00002	201	0.00001	656	0.00002	110	0.00001	206	0.00002	532	0.00003	355	0.00002	354	0.00002	216	0.00002	157	0.00002
Paenibacillus riograndensis	483937	S	425	0.00002	862	0.00004	349	0.00002	867	0.00003	211	0.00002	221	0.00003	508	0.00002	571	0.00004	727	0.00005	240	0.00002	275	0.00003
Paenibacillus stellifer	169760	S	388	0.00002	1565	0.00007	582	0.00003	703	0.00002	304	0.00003	192	0.00002	408	0.00002	431	0.00003	490	0.00003	450	0.00003	344	0.00003
Paenibacillus crassostreae	1763538	S	349	0.00001	268	0.00001	259	0.00001	264	0.00001	79	0.00001	79	0.00001	212	0.00001	154	0.00001	218	0.00001	152	0.00001	82	0.00001
Paenibacillus thiaminolyticus	49283	S	333	0.00001	996	0.00005	288	0.00001	718	0.00002	140	0.00002	110	0.00001	257	0.00001	368	0.00002	468	0.00003	237	0.00002	182	0.00002
Paenibacillus ihbetae	1870820	S	330	0.00001	1035	0.00005	432	0.00002	549	0.00002	206	0.00002	192	0.00002	487	0.00002	298	0.00002	517	0.00003	435	0.00003	205	0.00002
Paenibacillus naphthalenovorans	162209	S	323	0.00001	1137	0.00005	361	0.00002	609	0.00002	264	0.00003	206	0.00002	519	0.00003	309	0.00002	521	0.00004	429	0.00003	231	0.00002
Paenibacillus rhizovicinus	2704463	S	318	0.00001	1114	0.00005	487	0.00002	830	0.00002	252	0.00003	155	0.00002	377	0.00002	313	0.00002	462	0.00003	540	0.00004	264	0.00003
Paenibacillus protaetiae	2509456	S	319	0.00001	1211	0.00006	344	0.00002	787	0.00002	159	0.00002	155	0.00002	359	0.00002	402	0.00003	502	0.00003	317	0.00002	213	0.00002
Paenibacillus sabinae	365617	S	318	0.00001	744	0.00003	278	0.00001	750	0.00002	153	0.00002	155	0.00002	418	0.00002	289	0.00002	456	0.00003	281	0.00002	147	0.00001
Paenibacillus xylanilyticus	248903	S	312	0.00001	967	0.00004	405	0.00002	584	0.00002	198	0.00002	269	0.00003	549	0.00003	460	0.00003	390	0.00003	439	0.00003	287	0.00003
Paenibacillus terrae	159743	S	341	0.00001	480	0.00002	221	0.00001	620	0.00002	117	0.00001	93	0.00001	270	0.00001	395	0.00003	327	0.00002	142	0.00001	111	0.00001
Paenibacillus beijingensis	1126833	S	256	0.00001	1318	0.00006	346	0.00002	437	0.00001	216	0.00002	142	0.00002	345	0.00002	279	0.00002	430	0.00003	314	0.00002	149	0.00001
Paenibacillus lycopersici	2704462	S	242	0.00001	1530	0.00007	561	0.00003	790	0.00002	164	0.00002	95	0.00001	264	0.00001	298	0.00002	469	0.00003	265	0.00002	213	0.00002
Paenibacillus lautus	1401	S	397	0.00002	807	0.00004	263	0.00001	1044	0.00003	240	0.00003	89	0.00001	263	0.00001	370	0.00002	549	0.00004	285	0.00002	196	0.00002
Paenibacillus alvei	44250	S	221	0.00001	639	0.00003	250	0.00001	378	0.00001	121	0.00001	107	0.00001	282	0.00001	215	0.00001	315	0.00002	275	0.00002	156	0.00002
Paenibacillus graminis	189425	S	260	0.00001	751	0.00003	350	0.00002	485	0.00001	185	0.00002	124	0.00001	322	0.00002	270	0.00002	357	0.00002	321	0.00002	165	0.00002
Paenibacillus yonginensis	1462996	S	225	0.00001	962	0.00004	427	0.00002	451	0.00001	143	0.00002	302	0.00004	707	0.00003	335	0.00002	685	0.00005	404	0.00003	208	0.00002
Paenibacillus swuensis	1178515	S	191	0.00001	584	0.00003	244	0.00001	230	0.00001	94	0.00001	146	0.00002	392	0.00002	89	0.00001	192	0.00001	144	0.00001	124	0.00001
Paenibacillus psychroresistens	1778678	S	184	0.00001	456	0.00002	161	0.00001	322	0.00001	81	0.00001	136	0.00002	360	0.00002	282	0.00002	226	0.00002	189	0.00001	107	0.00001
Paenibacillus kribbensis	172713	S	194	0.00001	636	0.00003	238	0.00001	281	0.00001	123	0.00001	103	0.00001	211	0.00001	131	0.00001	270	0.00002	426	0.00003	146	0.00001
Paenibacillus jilunlii	682956	S	196	0.00001	897	0.00004	404	0.00002	374	0.00001	147	0.00002	105	0.00001	234	0.00001	200	0.00001	381	0.00003	349	0.00003	162	0.00002
Paenibacillus glucanolyticus	59843	S	609	0.00002	1220	0.00006	497	0.00002	1237	0.00004	163	0.00002	167	0.00002	384	0.00002	564	0.00004	744	0.00005	349	0.00003	183	0.00002
Paenibacillus peoriae	59893	S	499	0.00002	623	0.00003	252	0.00001	703	0.00002	55	0.00001	425	0.00005	879	0.00004	268	0.00002	402	0.00003	197	0.00002	106	0.00001
Brevibacillus agri	51101	S	893	0.00004	810	0.00004	312	0.00001	560	0.00002	117	0.00001	123	0.00001	264	0.00001	418	0.00003	410	0.00003	424	0.00003	178	0.00002
Brevibacillus brevis	1393	S	661	0.00003	1266	0.00006	656	0.00003	1128	0.00003	364	0.00004	417	0.00005	1129	0.00006	988	0.00007	803	0.00005	651	0.00005	373	0.00004
Brevibacillus laterosporus	1465	S	1107	0.00004	1406	0.00006	574	0.00003	1248	0.00004	360	0.00004	425	0.00005	868	0.00004	760	0.00005	1060	0.00007	733	0.00006	391	0.00004
Brevibacillus sp. SCSIO 07484	2496837	S	118	0.00000	1034	0.00005	373	0.00002	265	0.00001	90	0.00001	99	0.00001	228	0.00001	268	0.00002	297	0.00002	313	0.00002	168	0.00002
Brevibacillus sp. JNUCC-41	2778370	S	198	0.00001	324	0.00001	312	0.00001	152	0.00000	129	0.00001	102	0.00001	204	0.00001	245	0.00002	191	0.00001	224	0.00002	179	0.00002
Brevibacillus sp. 7WMA2	2683193	S	22	0.00000	120	0.00001	36	0.00000	48	0.00000	0	0.00000	4	0.00000	12	0.00000	125	0.00001	0	0.00000	11	0.00000	0	0.00000
Brevibacillus formosus	54913	S	143	0.00001	150	0.00001	32	0.00000	123	0.00000	21	0.00000	32	0.00000	97	0.00000	42	0.00000	49	0.00000	88	0.00001	55	0.00001
Cohnella sp. MFER-1	2728023	S	333	0.00001	561	0.00003	358	0.00002	369	0.00001	180	0.00002	208	0.00002	462	0.00002	146	0.00001	372	0.00003	135	0.00001	183	0.00002
Cohnella sp. KS 22	2598458	S	255	0.00001	795	0.00004	325	0.00002	442	0.00001	134	0.00002	75	0.00001	173	0.00001	290	0.00002	283	0.00002	339	0.00003	144	0.00001
Cohnella abietis	2507935	S	431	0.00002	460	0.00002	247	0.00001	294	0.00001	196	0.00002	178	0.00002	441	0.00002	285	0.00002	344	0.00002	152	0.00001	125	0.00001
Cohnella candidum	2674991	S	209	0.00001	1122	0.00005	430	0.00002	312	0.00001	125	0.00001	65	0.00001	177	0.00001	198	0.00001	296	0.00002	302	0.00002	169	0.00002
Aneurinibacillus soli	1500254	S	577	0.00002	626	0.00003	246	0.00001	568	0.00002	279	0.00003	110	0.00001	292	0.00001	481	0.00003	398	0.00003	267	0.00002	186	0.00002
Aneurinibacillus sp. XH2	1450761	S	443	0.00002	638	0.00003	348	0.00002	593	0.00002	180	0.00002	189	0.00002	393	0.00002	453	0.00003	453	0.00003	248	0.00002	190	0.00002
Saccharibacillus brassicae	2583377	S	639	0.00003	1946	0.00009	602	0.00003	774	0.00002	303	0.00003	243	0.00003	664	0.00003	563	0.00004	744	0.00005	441	0.00003	283	0.00003
Thermobacillus composti	377615	S	361	0.00001	2672	0.00012	634	0.00003	666	0.00002	237	0.00003	216	0.00003	504	0.00002	247	0.00002	561	0.00004	517	0.00004	381	0.00004
Staphylococcus aureus	1280	S	1506	0.00006	3172	0.00015	776	0.00004	1611	0.00005	579	0.00007	451	0.00005	2505	0.00012	1292	0.00009	1165	0.00008	665	0.00005	746	0.00007
Staphylococcus sp. MI 10-1553	1912064	S	174	0.00001	103	0.00000	34	0.00000	190	0.00001	51	0.00001	47	0.00001	143	0.00001	85	0.00001	65	0.00000	40	0.00000	30	0.00000
Staphylococcus sp. 17KM0847	2583989	S	142	0.00001	190	0.00001	77	0.00000	132	0.00000	88	0.00001	51	0.00001	173	0.00001	102	0.00001	137	0.00001	30	0.00000	95	0.00001
Staphylococcus sp. SDB 2975	2044912	S	108	0.00000	219	0.00001	58	0.00000	279	0.00001	21	0.00000	28	0.00000	71	0.00000	221	0.00001	76	0.00001	69	0.00001	49	0.00000
Staphylococcus sp. 693-2	373067	S	37	0.00000	8	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00000	0	0.00000
Staphylococcus sp. M0911	2025492	S	11	0.00000	35	0.00000	0	0.00000	7	0.00000	0	0.00000	11	0.00000	3	0.00000	0	0.00000	6	0.00000	6	0.00000	5	0.00000
Staphylococcus warneri	1292	S	528	0.00002	252	0.00001	142	0.00001	601	0.00002	127	0.00001	115	0.00001	216	0.00001	212	0.00001	270	0.00002	173	0.00001	115	0.00001
Staphylococcus sciuri	1296	S	251	0.00001	317	0.00001	98	0.00000	257	0.00001	81	0.00001	157	0.00002	397	0.00002	142	0.00001	160	0.00001	142	0.00001	82	0.00001
Staphylococcus vitulinus	71237	S	208	0.00001	162	0.00001	48	0.00000	155	0.00000	41	0.00000	54	0.00001	110	0.00001	86	0.00001	75	0.00001	49	0.00000	28	0.00000
Staphylococcus pasteuri	45972	S	201	0.00001	260	0.00001	99	0.00000	228	0.00001	98	0.00001	36	0.00000	81	0.00000	198	0.00001	101	0.00001	168	0.00001	74	0.00001
Staphylococcus succinus	61015	S	168	0.00001	196	0.00001	79	0.00000	322	0.00001	31	0.00000	53	0.00001	166	0.00001	180	0.00001	103	0.00001	67	0.00001	76	0.00001
Staphylococcus xylosus	1288	S	167	0.00001	338	0.00002	103	0.00000	190	0.00001	65	0.00001	63	0.00001	138	0.00001	88	0.00001	179	0.00001	102	0.00001	94	0.00001
Staphylococcus pettenkoferi	170573	S	161	0.00001	223	0.00001	181	0.00001	124	0.00000	60	0.00001	50	0.00001	114	0.00001	344	0.00002	116	0.00001	100	0.00001	58	0.00001
Staphylococcus epidermidis	1282	S	178	0.00001	471	0.00002	106	0.00000	285	0.00001	92	0.00001	181	0.00002	311	0.00002	221	0.00001	394	0.00003	258	0.00002	82	0.00001
Staphylococcus chromogenes	46126	S	165	0.00001	115	0.00001	66	0.00000	274	0.00001	79	0.00001	42	0.00000	124	0.00001	200	0.00001	72	0.00000	82	0.00001	60	0.00001
Staphylococcus capitis	29388	S	165	0.00001	389	0.00002	63	0.00000	228	0.00001	25	0.00000	50	0.00001	115	0.00001	113	0.00001	132	0.00001	97	0.00001	47	0.00000
